id,date,business_line,product_line,region,subregion,mortgage_type,valuation,dtv,balance,monthly_repayment,months_in_arrears,pd_12m,in_default
ID1007700621,2022-12-01,Retail,Mortgage,Sweden,Dalsland,floating rate,355430.2452,0.319443816,113540,338,1,0.000227667,false
ID1007700622,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,floating rate,392408.8847,0.267358707,104914,312,1,0.000329958,false
ID1007700623,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,fixed rate,393462.5632,0.406826335,160071,534,0,0.000299157,false
ID1007700624,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,346474.0588,0.43090756,149298,3110,1,0.000280436,false
ID1007700625,2022-12-01,Retail,Mortgage,Sweden,Jamtland,floating rate,275204.1053,0.495015954,136230,1622,0,0.000312706,false
ID1007700626,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,282112.8407,0.327808456,92479,335,0,0.000291562,false
ID1007700627,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,floating rate,394774.0638,0.346293163,136708,456,3,1,true
ID1007700628,2022-12-01,Retail,Mortgage,Sweden,Narke,capped rate,344085.5439,0.330652466,113773,862,1,0.000287601,false
ID1007700629,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,330966.7974,0.451039427,149279,498,0,0.00026565,false
ID1007700630,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,297505.7581,0.228496507,67979,298,0,0.000254849,false
ID1007700631,2022-12-01,Retail,Mortgage,Sweden,Blekinge,fixed rate,366730.1624,0.424615841,155719,683,0,0.000334698,false
ID1007700632,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,382480.8008,0.459606039,175790,1221,1,0.000316792,false
ID1007700633,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,capped rate,334435.7193,0.492532427,164720,508,0,0.000367027,false
ID1007700634,2022-12-01,Retail,Mortgage,Sweden,Narke,floating rate,364130.3182,0.625564058,227787,999,3,1,true
ID1007700635,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,329880.9349,0.321951911,106206,590,1,0.000400251,false
ID1007700636,2022-12-01,Retail,Mortgage,Sweden,Jamtland,floating rate,407220.2879,0.412464375,167964,1000,0,0.000234634,false
ID1007700637,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,floating rate,322514.1688,0.353067429,113869,949,0,0.00027091,false
ID1007700638,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,456307.6093,0.43973402,200654,727,0,0.000285486,false
ID1007700639,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,368688.7126,0.253026077,93288,311,0,0.000311215,false
ID1007700640,2022-12-01,Retail,Mortgage,Sweden,Dalarna,floating rate,425400.0798,0.547851243,233056,971,0,0.000244266,false
ID1007700641,2022-12-01,Retail,Mortgage,Sweden,Medelpad,floating rate,359601.2836,0.47928927,172353,898,0,0.000295333,false
ID1007700642,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,304268.7023,0.373551972,113660,499,0,0.000289468,false
ID1007700643,2022-12-01,Retail,Mortgage,Sweden,Dalsland,fixed rate,340664.4139,0.478989471,163175,591,1,0.00022939,false
ID1007700644,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,422621.5213,0.525623032,222140,1424,0,0.000317174,false
ID1007700645,2022-12-01,Retail,Mortgage,Sweden,Halland,floating rate,314841.7339,0.35118504,110568,1536,2,0.000266695,false
ID1007700646,2022-12-01,Retail,Mortgage,Sweden,Gotland,fixed rate,367947.1404,0.33490787,123228,367,0,0.000273844,false
ID1007700647,2022-12-01,Retail,Mortgage,Sweden,Jamtland,floating rate,286701.822,0.349877465,100311,398,1,0.000265886,false
ID1007700648,2022-12-01,Retail,Mortgage,Sweden,Jamtland,floating rate,373335.9457,0.352183992,131483,645,0,0.000302641,false
ID1007700649,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,floating rate,350330.7885,0.485392351,170048,1417,0,0.000195633,false
ID1007700650,2022-12-01,Retail,Mortgage,Sweden,Jamtland,capped rate,356693.2869,0.420574527,150016,962,2,0.000339447,false
ID1007700651,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,325544.9929,0.345020876,112320,347,1,0.000262849,false
ID1007700652,2022-12-01,Retail,Mortgage,Sweden,Halland,floating rate,338109.3913,0.422852962,142971,596,0,0.000267194,false
ID1007700653,2022-12-01,Retail,Mortgage,Sweden,Dalarna,fixed rate,433241.1787,0.446669045,193515,1152,0,0.000269761,false
ID1007700654,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,394399.0497,0.441274986,174038,906,0,0.000215228,false
ID1007700655,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,capped rate,407511.0914,0.499409239,203515,652,2,0.000311025,false
ID1007700656,2022-12-01,Retail,Mortgage,Sweden,Dalarna,fixed rate,331539.3868,0.352154675,116753,1081,0,0.000236973,false
ID1007700657,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,floating rate,342375.6425,0.187773156,64289,233,0,0.000337723,false
ID1007700658,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,floating rate,411693.6491,0.502202183,206753,1436,2,0.000319874,false
ID1007700659,2022-12-01,Retail,Mortgage,Sweden,Lappland,capped rate,334174.8932,0.371932585,124291,740,0,0.000260344,false
ID1007700660,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,fixed rate,360248.702,0.473509837,170581,618,1,0.000251437,false
ID1007700661,2022-12-01,Retail,Mortgage,Sweden,Dalsland,fixed rate,352314.2764,0.343618636,121062,1121,0,0.0002552,false
ID1007700662,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,336238.9159,0.343947026,115648,371,0,0.000301548,false
ID1007700663,2022-12-01,Retail,Mortgage,Sweden,Narke,floating rate,363898.7927,0.450550015,163955,506,3,1,true
ID1007700664,2022-12-01,Retail,Mortgage,Sweden,Narke,floating rate,313490.2068,0.318333036,99794,4158,0,0.000301828,false
ID1007700665,2022-12-01,Retail,Mortgage,Sweden,Medelpad,floating rate,325787.0752,0.454479361,148064,588,1,0.000383085,false
ID1007700666,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,capped rate,375644.8056,0.342234003,128558,714,1,0.000269475,false
ID1007700667,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,388123.2141,0.442170119,171616,596,3,1,true
ID1007700668,2022-12-01,Retail,Mortgage,Sweden,Jamtland,floating rate,373918.727,0.349331576,130622,435,1,0.000243493,false
ID1007700669,2022-12-01,Retail,Mortgage,Sweden,Blekinge,fixed rate,369315.1651,0.361191197,133393,585,0,0.000296556,false
ID1007700670,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,capped rate,368557.7404,0.419789946,154717,992,0,0.00025944,false
ID1007700671,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,fixed rate,336569.2407,0.411550764,138515,608,0,0.000350895,false
ID1007700672,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,floating rate,377528.639,0.526566003,198794,4142,0,0.000299339,false
ID1007700673,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,floating rate,421309.5748,0.586883806,247260,763,2,0.000316759,false
ID1007700674,2022-12-01,Retail,Mortgage,Sweden,Narke,capped rate,412965.2563,0.580439731,239701,1665,1,0.000382215,false
ID1007700675,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,303915.8508,0.265443851,80673,560,0,0.000315539,false
ID1007700676,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,capped rate,452623.91,0.415038556,187856,5218,0,0.000264678,false
ID1007700677,2022-12-01,Retail,Mortgage,Sweden,Gotland,capped rate,301245.317,0.211359825,63671,531,2,0.000350329,false
ID1007700678,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,floating rate,387575.358,0.487296066,188864,1967,0,0.00027865,false
ID1007700679,2022-12-01,Retail,Mortgage,Sweden,Dalsland,floating rate,356852.0474,0.383280507,136774,422,0,0.000308251,false
ID1007700680,2022-12-01,Retail,Mortgage,Sweden,Blekinge,floating rate,359047.5881,0.431466966,154917,12910,0,0.000277192,false
ID1007700681,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,284513.9718,0.580435936,165142,598,2,0.00033225,false
ID1007700682,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,387255.1813,0.336382903,130266,1809,0,0.000346003,false
ID1007700683,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,413137.6973,0.57728237,238497,9937,0,0.000438975,false
ID1007700684,2022-12-01,Retail,Mortgage,Sweden,Dalarna,fixed rate,353763.3462,0.375725167,132918,923,0,0.000275958,false
ID1007700685,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,fixed rate,373602.4091,0.528889007,197594,1029,2,0.000286391,false
ID1007700686,2022-12-01,Retail,Mortgage,Sweden,Halsingland,fixed rate,405429.3321,0.503858203,204279,2837,0,0.00030584,false
ID1007700687,2022-12-01,Retail,Mortgage,Sweden,Jamtland,fixed rate,257207.7669,0.441840699,113645,861,0,0.000309402,false
ID1007700688,2022-12-01,Retail,Mortgage,Sweden,Jamtland,fixed rate,339260.9193,0.406148425,137790,442,0,0.000344755,false
ID1007700689,2022-12-01,Retail,Mortgage,Sweden,Narke,floating rate,424423.2089,0.460150614,195299,2034,1,0.000247364,false
ID1007700690,2022-12-01,Retail,Mortgage,Sweden,Oland,floating rate,397267.324,0.553822205,220015,3056,0,0.000304425,false
ID1007700691,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,326780.1693,0.397040676,129745,5406,0,0.000208731,false
ID1007700692,2022-12-01,Retail,Mortgage,Sweden,Blekinge,fixed rate,356444.3569,0.375275162,133765,857,0,0.000292278,false
ID1007700693,2022-12-01,Retail,Mortgage,Sweden,Lappland,capped rate,413288.1675,0.265607458,109772,352,0,0.00031923,false
ID1007700694,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,floating rate,300295.618,0.407365732,122330,425,2,0.000326095,false
ID1007700695,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,floating rate,389586.1336,0.288299749,112318,425,0,0.000301345,false
ID1007700696,2022-12-01,Retail,Mortgage,Sweden,Dalarna,fixed rate,332405.6189,0.353066582,117361,2445,0,0.00030018,false
ID1007700697,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,floating rate,314794.4571,0.458217703,144244,1002,0,0.000397992,false
ID1007700698,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,471483.5707,0.315307951,148663,459,0,0.000347267,false
ID1007700699,2022-12-01,Retail,Mortgage,Sweden,Jamtland,capped rate,368478.4685,0.549361379,202428,888,0,0.0002784,false
ID1007700700,2022-12-01,Retail,Mortgage,Sweden,Blekinge,fixed rate,406096.7875,0.405586576,164707,13726,0,0.000223692,false
ID1007700701,2022-12-01,Retail,Mortgage,Sweden,Dalarna,fixed rate,341433.1064,0.446319772,152388,1270,0,0.000378209,false
ID1007700702,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,fixed rate,347268.5702,0.377428024,131069,1365,0,0.000275924,false
ID1007700703,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,426279.8987,0.449988314,191821,1453,1,0.000412257,false
ID1007700704,2022-12-01,Retail,Mortgage,Sweden,Medelpad,floating rate,322969.2672,0.532976031,172135,2391,0,0.000245621,false
ID1007700705,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,345970.0815,0.436340432,150961,740,1,0.000206374,false
ID1007700706,2022-12-01,Retail,Mortgage,Sweden,Medelpad,floating rate,326459.0958,0.277191963,90492,328,0,0.000323958,false
ID1007700707,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,309558.103,0.326478624,101064,702,0,0.000295135,false
ID1007700708,2022-12-01,Retail,Mortgage,Sweden,Jamtland,floating rate,327451.6002,0.526312715,172342,684,2,0.000367929,false
ID1007700709,2022-12-01,Retail,Mortgage,Sweden,Jamtland,floating rate,423750.3598,0.380786617,161358,480,0,0.000305352,false
ID1007700710,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,380076.9118,0.440790273,167534,1745,2,0.000277912,false
ID1007700711,2022-12-01,Retail,Mortgage,Sweden,Dalsland,floating rate,439038.8798,0.270956334,118960,522,0,0.000301905,false
ID1007700712,2022-12-01,Retail,Mortgage,Sweden,Narke,capped rate,396484.729,0.430796058,170804,1095,0,0.000375926,false
ID1007700713,2022-12-01,Retail,Mortgage,Sweden,Dalarna,floating rate,368620.4177,0.491783328,181281,795,0,0.000316078,false
ID1007700714,2022-12-01,Retail,Mortgage,Sweden,Jamtland,capped rate,408975.3089,0.480030107,196320,861,0,0.000404738,false
ID1007700715,2022-12-01,Retail,Mortgage,Sweden,Dalarna,floating rate,420361.0517,0.145296366,61077,727,1,0.000425695,false
ID1007700716,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,398367.4892,0.495880244,197543,866,1,0.000309694,false
ID1007700717,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,318307.7428,0.386206026,122932,603,1,0.00021176,false
ID1007700718,2022-12-01,Retail,Mortgage,Sweden,Dalsland,floating rate,331832.9817,0.463002972,153640,3201,1,0.000320192,false
ID1007700719,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,387520.8606,0.302155666,117092,348,0,0.000250714,false
ID1007700720,2022-12-01,Retail,Mortgage,Sweden,Dalsland,floating rate,358302.6311,0.53763562,192636,1338,0,0.000349126,false
ID1007700721,2022-12-01,Retail,Mortgage,Sweden,Narke,capped rate,389293.557,0.330932204,128830,488,0,0.000203547,false
ID1007700722,2022-12-01,Retail,Mortgage,Sweden,Dalsland,fixed rate,384292.2491,0.266439165,102391,2844,0,0.000329488,false
ID1007700723,2022-12-01,Retail,Mortgage,Sweden,Gotland,fixed rate,395911.3385,0.335848491,132966,1583,2,0.000333872,false
ID1007700724,2022-12-01,Retail,Mortgage,Sweden,Halland,fixed rate,454713.6524,0.481550084,218967,1073,1,0.00035312,false
ID1007700725,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,331339.7599,0.450117759,149142,6214,1,0.000154671,false
ID1007700726,2022-12-01,Retail,Mortgage,Sweden,Narke,floating rate,395678.7431,0.411756743,162923,1234,0,0.000375193,false
ID1007700727,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,346484.3938,0.392411854,135965,405,2,0.000335019,false
ID1007700728,2022-12-01,Retail,Mortgage,Sweden,Dalarna,fixed rate,419099.0431,0.424058936,177723,592,0,0.000306582,false
ID1007700729,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,351965.3635,0.484936767,170681,1293,1,0.000314012,false
ID1007700730,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,307855.4992,0.460534379,141778,656,0,0.000315532,false
ID1007700731,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,floating rate,360981.5604,0.273563271,98751,484,0,0.000269345,false
ID1007700732,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,345275.8604,0.342184177,118148,410,2,0.000184065,false
ID1007700733,2022-12-01,Retail,Mortgage,Sweden,Halland,floating rate,396924.4572,0.261145764,103655,332,0,0.000357735,false
ID1007700734,2022-12-01,Retail,Mortgage,Sweden,Medelpad,capped rate,338228.8918,0.516851173,174814,14568,1,0.000256096,false
ID1007700735,2022-12-01,Retail,Mortgage,Sweden,Medelpad,floating rate,378406.1543,0.396542473,150054,1137,1,0.000303612,false
ID1007700736,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,362640.7181,0.282579875,102475,8540,2,0.000292373,false
ID1007700737,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,fixed rate,334912.3158,0.377023044,126270,5261,2,0.000314636,false
ID1007700738,2022-12-01,Retail,Mortgage,Sweden,Narke,floating rate,408939.0272,0.413202028,168974,1280,2,0.000304169,false
ID1007700739,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,395794.7544,0.215069738,85123,591,0,0.000382279,false
ID1007700740,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,376717.5317,0.440109091,165797,2763,0,0.000349569,false
ID1007700741,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,capped rate,356167.1009,0.386710575,137734,459,0,0.000292594,false
ID1007700742,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,floating rate,314666.4368,0.430478362,135457,491,0,0.000293304,false
ID1007700743,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,fixed rate,343147.9696,0.355072346,121842,462,1,0.000261652,false
ID1007700744,2022-12-01,Retail,Mortgage,Sweden,Medelpad,capped rate,420673.8379,0.371904904,156451,483,0,0.000185626,false
ID1007700745,2022-12-01,Retail,Mortgage,Sweden,Dalarna,floating rate,332651.3605,0.506777685,168580,502,1,0.000282835,false
ID1007700746,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,floating rate,347495.3817,0.428014178,148733,1377,1,0.000246206,false
ID1007700747,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,fixed rate,340619.8443,0.383466567,130616,389,0,0.000265589,false
ID1007700748,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,floating rate,317490.2062,0.312601504,99248,345,0,0.000232532,false
ID1007700749,2022-12-01,Retail,Mortgage,Sweden,Narke,capped rate,387920.1157,0.368901804,143104,2385,2,0.000317376,false
ID1007700750,2022-12-01,Retail,Mortgage,Sweden,Halsingland,capped rate,344795.3079,0.429417281,148061,12338,0,0.000214811,false
ID1007700751,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,404816.0807,0.540322881,218731,1072,0,0.000397698,false
ID1007700752,2022-12-01,Retail,Mortgage,Sweden,Dalarna,floating rate,441383.1417,0.724977296,319993,1159,3,1,true
ID1007700753,2022-12-01,Retail,Mortgage,Sweden,Dalsland,floating rate,430840.5488,0.35307325,152118,12677,0,0.000262419,false
ID1007700754,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,385222.7787,0.289335848,111459,2322,0,0.000266742,false
ID1007700755,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,370385.4995,0.358678471,132849,583,1,0.000358705,false
ID1007700756,2022-12-01,Retail,Mortgage,Sweden,Dalarna,fixed rate,345657.6574,0.398006998,137574,674,0,0.000331641,false
ID1007700757,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,capped rate,366126.1132,0.292091799,106942,446,0,0.000309252,false
ID1007700758,2022-12-01,Retail,Mortgage,Sweden,Jamtland,floating rate,386376.757,0.450991775,174253,559,0,0.000336033,false
ID1007700759,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,364863.2809,0.420659624,153483,1421,0,0.000348512,false
ID1007700760,2022-12-01,Retail,Mortgage,Sweden,Medelpad,floating rate,439740.2445,0.43540422,191465,694,1,0.000318788,false
ID1007700761,2022-12-01,Retail,Mortgage,Sweden,Dalsland,fixed rate,333763.3174,0.497479001,166040,1730,0,0.000315288,false
ID1007700762,2022-12-01,Retail,Mortgage,Sweden,Medelpad,capped rate,326563.607,0.390339529,127471,664,0,0.000288066,false
ID1007700763,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,408488.6412,0.414729776,169412,1283,0,0.000352432,false
ID1007700764,2022-12-01,Retail,Mortgage,Sweden,Dalsland,floating rate,343557.5328,0.598965426,205779,1143,3,1,true
ID1007700765,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,394374.8267,0.47334814,186677,1296,0,0.000284188,false
ID1007700766,2022-12-01,Retail,Mortgage,Sweden,Jamtland,capped rate,391460.5315,0.316304089,123821,1290,0,0.000311846,false
ID1007700767,2022-12-01,Retail,Mortgage,Sweden,Dalsland,floating rate,359509.5666,0.288371602,103672,540,2,0.000296292,false
ID1007700768,2022-12-01,Retail,Mortgage,Sweden,Dalarna,floating rate,383648.8481,0.389890028,149581,1133,2,0.000322739,false
ID1007700769,2022-12-01,Retail,Mortgage,Sweden,Blekinge,fixed rate,406168.8139,0.384211628,156055,6502,0,0.000371511,false
ID1007700770,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,fixed rate,339535.8244,0.496929911,168726,937,0,0.000294804,false
ID1007700771,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,floating rate,357182.6116,0.572525511,204496,3408,0,0.000339874,false
ID1007700772,2022-12-01,Retail,Mortgage,Sweden,Medelpad,floating rate,363693.3189,0.191225803,69548,252,0,0.000327254,false
ID1007700773,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,394813.6527,0.315936529,124736,416,1,0.000309641,false
ID1007700774,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,floating rate,348327.5288,0.41706242,145274,466,0,0.000289983,false
ID1007700775,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,fixed rate,311421.2849,0.45492697,141674,2952,0,0.000279926,false
ID1007700776,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,344067.2837,0.356301517,122592,1703,1,0.000231892,false
ID1007700777,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,335448.0499,0.439061523,147282,558,0,0.000409033,false
ID1007700778,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,378137.3032,0.337544585,127638,665,0,0.000331715,false
ID1007700779,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,capped rate,314857.4441,0.444782229,140043,5835,1,0.000289923,false
ID1007700780,2022-12-01,Retail,Mortgage,Sweden,Narke,capped rate,398199.081,0.414394222,165011,2750,1,0.000235472,false
ID1007700781,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,369123.1579,0.207836293,76717,304,0,0.0002537,false
ID1007700782,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,fixed rate,344833.3985,0.3252866,112170,425,0,0.000357929,false
ID1007700783,2022-12-01,Retail,Mortgage,Sweden,Narke,floating rate,356603.5839,0.421282559,150231,1788,3,1,true
ID1007700784,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,399912.4245,0.537255133,214855,778,0,0.000221393,false
ID1007700785,2022-12-01,Retail,Mortgage,Sweden,Medelpad,capped rate,399748.5602,0.303049169,121143,3365,0,0.000254711,false
ID1007700786,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,floating rate,396239.718,0.461255696,182768,586,1,0.000304608,false
ID1007700787,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,379648.563,0.317277952,120454,669,0,0.00028783,false
ID1007700788,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,fixed rate,351925.7626,0.517546748,182138,3036,0,0.00036089,false
ID1007700789,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,354483.9932,0.327908144,116238,484,0,0.000263073,false
ID1007700790,2022-12-01,Retail,Mortgage,Sweden,Dalsland,floating rate,347323.7825,0.499463159,173475,4819,1,0.000380383,false
ID1007700791,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,capped rate,377035.2088,0.425719797,160511,582,1,0.000356323,false
ID1007700792,2022-12-01,Retail,Mortgage,Sweden,Jamtland,capped rate,391111.2536,0.2553388,99866,320,0,0.000267659,false
ID1007700793,2022-12-01,Retail,Mortgage,Sweden,Blekinge,fixed rate,471464.5579,0.302185102,142470,742,0,0.000322108,false
ID1007700794,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,fixed rate,368423.422,0.179339637,66073,367,1,0.000253231,false
ID1007700795,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,fixed rate,347801.6151,0.435378988,151426,3155,0,0.000324918,false
ID1007700796,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,capped rate,390378.8902,0.409674111,159928,833,0,0.000214108,false
ID1007700797,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,388868.2715,0.444342373,172791,2400,0,0.00034333,false
ID1007700798,2022-12-01,Retail,Mortgage,Sweden,Dalarna,fixed rate,390122.6337,0.592386024,231103,3852,0,0.000280478,false
ID1007700799,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,350997.2401,0.364307219,127871,561,0,0.000341751,false
ID1007700800,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,433374.9152,0.457936408,198458,636,0,0.000214278,false
ID1007700801,2022-12-01,Retail,Mortgage,Sweden,Dalarna,floating rate,365030.1428,0.405323013,147955,685,1,0.000197153,false
ID1007700802,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,floating rate,373180.7981,0.424458474,158400,629,0,0.000283165,false
ID1007700803,2022-12-01,Retail,Mortgage,Sweden,Narke,capped rate,330423.6989,0.498692774,164780,687,0,0.00026932,false
ID1007700804,2022-12-01,Retail,Mortgage,Sweden,Lappland,capped rate,326409.8635,0.338662372,110543,921,1,0.000396587,false
ID1007700805,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,345080.5466,0.381171738,131535,477,0,0.000346572,false
ID1007700806,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,392039.4866,0.257642433,101006,842,0,0.000274971,false
ID1007700807,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,437875.158,0.264655662,115886,805,0,0.000308694,false
ID1007700808,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,fixed rate,313633.5376,0.526372512,165088,809,0,0.000231816,false
ID1007700809,2022-12-01,Retail,Mortgage,Sweden,Oland,floating rate,414503.1826,0.497944024,206399,860,0,0.000335261,false
ID1007700810,2022-12-01,Retail,Mortgage,Sweden,Dalsland,fixed rate,331283.5659,0.329095773,109024,699,0,0.000268407,false
ID1007700811,2022-12-01,Retail,Mortgage,Sweden,Jamtland,floating rate,374819.9115,0.548297236,205513,1007,1,0.000304062,false
ID1007700812,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,297757.2844,0.372330351,110864,2310,0,0.00024176,false
ID1007700813,2022-12-01,Retail,Mortgage,Sweden,Jamtland,floating rate,328855.9341,0.316541671,104097,964,0,0.000260547,false
ID1007700814,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,352399.928,0.466604786,164431,806,2,0.000212062,false
ID1007700815,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,338622.6383,0.284443545,96319,803,1,0.000239926,false
ID1007700816,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,292926.0592,0.509863153,149352,541,0,0.000279842,false
ID1007700817,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,fixed rate,426644.7863,0.342223438,146008,1738,2,0.000282781,false
ID1007700818,2022-12-01,Retail,Mortgage,Sweden,Narke,floating rate,411610.864,0.468048027,192654,1147,1,0.000211245,false
ID1007700819,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,323284.3149,0.35411148,114479,1192,0,0.00028222,false
ID1007700820,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,410086.7436,0.62140433,254830,1327,0,0.000357018,false
ID1007700821,2022-12-01,Retail,Mortgage,Sweden,Dalsland,floating rate,268002.0752,0.367016656,98361,431,3,1,true
ID1007700822,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,373572.3084,0.46499104,173708,4825,0,0.000254019,false
ID1007700823,2022-12-01,Retail,Mortgage,Sweden,Halland,floating rate,407813.5996,0.448445671,182882,1905,0,0.00027581,false
ID1007700824,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,318019.2083,0.289772085,92153,549,1,0.000268052,false
ID1007700825,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,371296.2656,0.346804308,128767,429,0,0.000278417,false
ID1007700826,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,fixed rate,347410.1199,0.396493257,137746,820,0,0.000270767,false
ID1007700827,2022-12-01,Retail,Mortgage,Sweden,Narke,capped rate,368127.9858,0.413152759,152093,604,2,0.000336154,false
