id,date,business_line,product_line,region,subregion,mortgage_type,valuation,dtv,balance,monthly_repayment,months_in_arrears,pd_12m
ID1007700641,01/12/2022,Retail,Mortgage,Sweden,Medelpad,floating rate,359601.2836,0.47928927,172353,898,0,0.000295333
ID1007700642,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,304268.7023,0.373551972,113660,499,0,0.000289468
ID1007700643,01/12/2022,Retail,Mortgage,Sweden,Dalsland,fixed rate,340664.4139,0.478989471,163175,591,1,0.00022939
ID1007700644,01/12/2022,Retail,Mortgage,Sweden,Oland,capped rate,422621.5213,0.525623032,222140,1424,0,0.000317174
ID1007700645,01/12/2022,Retail,Mortgage,Sweden,Halland,floating rate,314841.7339,0.35118504,110568,1536,2,0.000266695
ID1007700646,01/12/2022,Retail,Mortgage,Sweden,Gotland,fixed rate,367947.1404,0.33490787,123228,367,0,0.000273844
ID1007700647,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,286701.822,0.349877465,100311,398,1,0.000265886
ID1007700648,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,373335.9457,0.352183992,131483,645,0,0.000302641
ID1007700649,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,floating rate,350330.7885,0.485392351,170048,1417,0,0.000195633
ID1007700650,01/12/2022,Retail,Mortgage,Sweden,Jamtland,capped rate,356693.2869,0.420574527,150016,962,2,0.000339447
ID1007700651,01/12/2022,Retail,Mortgage,Sweden,Halsingland,floating rate,325544.9929,0.345020876,112320,347,1,0.000262849
ID1007700652,01/12/2022,Retail,Mortgage,Sweden,Halland,floating rate,338109.3913,0.422852962,142971,596,0,0.000267194
ID1007700653,01/12/2022,Retail,Mortgage,Sweden,Dalarna,fixed rate,433241.1787,0.446669045,193515,1152,0,0.000269761
ID1007700654,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,394399.0497,0.441274986,174038,906,0,0.000215228
ID1007700655,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,capped rate,407511.0914,0.499409239,203515,652,2,0.000311025
ID1007700656,01/12/2022,Retail,Mortgage,Sweden,Dalarna,fixed rate,331539.3868,0.352154675,116753,1081,0,0.000236973
ID1007700657,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,floating rate,342375.6425,0.187773156,64289,233,0,0.000337723
ID1007700658,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,floating rate,411693.6491,0.502202183,206753,1436,2,0.000319874
ID1007700659,01/12/2022,Retail,Mortgage,Sweden,Lappland,capped rate,334174.8932,0.371932585,124291,740,0,0.000260344
ID1007700660,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,fixed rate,360248.702,0.473509837,170581,618,1,0.000251437
ID1007700661,01/12/2022,Retail,Mortgage,Sweden,Dalsland,fixed rate,352314.2764,0.343618636,121062,1121,0,0.0002552
ID1007700662,01/12/2022,Retail,Mortgage,Sweden,Lappland,floating rate,336238.9159,0.343947026,115648,371,0,0.000301548
ID1007700663,01/12/2022,Retail,Mortgage,Sweden,Narke,floating rate,363898.7927,0.450550015,163955,506,3,1
ID1007700664,01/12/2022,Retail,Mortgage,Sweden,Narke,floating rate,313490.2068,0.318333036,99794,4158,0,0.000301828
ID1007700665,01/12/2022,Retail,Mortgage,Sweden,Medelpad,floating rate,325787.0752,0.454479361,148064,588,1,0.000383085
ID1007700666,01/12/2022,Retail,Mortgage,Sweden,Norrbotten,capped rate,375644.8056,0.342234003,128558,714,1,0.000269475
ID1007700667,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,388123.2141,0.442170119,171616,596,3,1
ID1007700668,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,373918.727,0.349331576,130622,435,1,0.000243493
ID1007700669,01/12/2022,Retail,Mortgage,Sweden,Blekinge,fixed rate,369315.1651,0.361191197,133393,585,0,0.000296556
ID1007700670,01/12/2022,Retail,Mortgage,Sweden,Norrbotten,capped rate,368557.7404,0.419789946,154717,992,0,0.00025944
ID1007700671,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,fixed rate,336569.2407,0.411550764,138515,608,0,0.000350895
ID1007700672,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,floating rate,377528.639,0.526566003,198794,4142,0,0.000299339
ID1007700673,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,floating rate,421309.5748,0.586883806,247260,763,2,0.000316759
ID1007700674,01/12/2022,Retail,Mortgage,Sweden,Narke,capped rate,412965.2563,0.580439731,239701,1665,1,0.000382215
ID1007700675,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,303915.8508,0.265443851,80673,560,0,0.000315539
ID1007700676,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,capped rate,452623.91,0.415038556,187856,5218,0,0.000264678
ID1007700677,01/12/2022,Retail,Mortgage,Sweden,Gotland,capped rate,301245.317,0.211359825,63671,531,2,0.000350329
ID1007700678,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,floating rate,387575.358,0.487296066,188864,1967,0,0.00027865
ID1007700679,01/12/2022,Retail,Mortgage,Sweden,Dalsland,floating rate,356852.0474,0.383280507,136774,422,0,0.000308251
ID1007700680,01/12/2022,Retail,Mortgage,Sweden,Blekinge,floating rate,359047.5881,0.431466966,154917,12910,0,0.000277192
ID1007700681,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,284513.9718,0.580435936,165142,598,2,0.00033225
ID1007700682,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,387255.1813,0.336382903,130266,1809,0,0.000346003
ID1007700683,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,413137.6973,0.57728237,238497,9937,0,0.000438975
ID1007700684,01/12/2022,Retail,Mortgage,Sweden,Dalarna,fixed rate,353763.3462,0.375725167,132918,923,0,0.000275958
ID1007700685,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,fixed rate,373602.4091,0.528889007,197594,1029,2,0.000286391
ID1007700686,01/12/2022,Retail,Mortgage,Sweden,Halsingland,fixed rate,405429.3321,0.503858203,204279,2837,0,0.00030584
ID1007700687,01/12/2022,Retail,Mortgage,Sweden,Jamtland,fixed rate,257207.7669,0.441840699,113645,861,0,0.000309402
ID1007700688,01/12/2022,Retail,Mortgage,Sweden,Jamtland,fixed rate,339260.9193,0.406148425,137790,442,0,0.000344755
ID1007700689,01/12/2022,Retail,Mortgage,Sweden,Narke,floating rate,424423.2089,0.460150614,195299,2034,1,0.000247364
ID1007700690,01/12/2022,Retail,Mortgage,Sweden,Oland,floating rate,397267.324,0.553822205,220015,3056,0,0.000304425
ID1007700691,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,326780.1693,0.397040676,129745,5406,0,0.000208731
ID1007700692,01/12/2022,Retail,Mortgage,Sweden,Blekinge,fixed rate,356444.3569,0.375275162,133765,857,0,0.000292278
ID1007700693,01/12/2022,Retail,Mortgage,Sweden,Lappland,capped rate,413288.1675,0.265607458,109772,352,0,0.00031923
ID1007700694,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,floating rate,300295.618,0.407365732,122330,425,2,0.000326095
ID1007700695,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,floating rate,389586.1336,0.288299749,112318,425,0,0.000301345
ID1007700696,01/12/2022,Retail,Mortgage,Sweden,Dalarna,fixed rate,332405.6189,0.353066582,117361,2445,0,0.00030018
ID1007700697,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,floating rate,314794.4571,0.458217703,144244,1002,0,0.000397992
ID1007700698,01/12/2022,Retail,Mortgage,Sweden,Gotland,floating rate,471483.5707,0.315307951,148663,459,0,0.000347267
ID1007700699,01/12/2022,Retail,Mortgage,Sweden,Jamtland,capped rate,368478.4685,0.549361379,202428,888,0,0.0002784
ID1007700700,01/12/2022,Retail,Mortgage,Sweden,Blekinge,fixed rate,406096.7875,0.405586576,164707,13726,0,0.000223692
ID1007700701,01/12/2022,Retail,Mortgage,Sweden,Dalarna,fixed rate,341433.1064,0.446319772,152388,1270,0,0.000378209
ID1007700702,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,fixed rate,347268.5702,0.377428024,131069,1365,0,0.000275924
ID1007700703,01/12/2022,Retail,Mortgage,Sweden,Lappland,floating rate,426279.8987,0.449988314,191821,1453,1,0.000412257
ID1007700704,01/12/2022,Retail,Mortgage,Sweden,Medelpad,floating rate,322969.2672,0.532976031,172135,2391,0,0.000245621
ID1007700705,01/12/2022,Retail,Mortgage,Sweden,Lappland,floating rate,345970.0815,0.436340432,150961,740,1,0.000206374
ID1007700706,01/12/2022,Retail,Mortgage,Sweden,Medelpad,floating rate,326459.0958,0.277191963,90492,328,0,0.000323958
ID1007700707,01/12/2022,Retail,Mortgage,Sweden,Oland,capped rate,309558.103,0.326478624,101064,702,0,0.000295135
ID1007700708,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,327451.6002,0.526312715,172342,684,2,0.000367929
ID1007700709,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,423750.3598,0.380786617,161358,480,0,0.000305352
ID1007700710,01/12/2022,Retail,Mortgage,Sweden,Halsingland,floating rate,380076.9118,0.440790273,167534,1745,2,0.000277912
ID1007700711,01/12/2022,Retail,Mortgage,Sweden,Dalsland,floating rate,439038.8798,0.270956334,118960,522,0,0.000301905
ID1007700712,01/12/2022,Retail,Mortgage,Sweden,Narke,capped rate,396484.729,0.430796058,170804,1095,0,0.000375926
ID1007700713,01/12/2022,Retail,Mortgage,Sweden,Dalarna,floating rate,368620.4177,0.491783328,181281,795,0,0.000316078
ID1007700714,01/12/2022,Retail,Mortgage,Sweden,Jamtland,capped rate,408975.3089,0.480030107,196320,861,0,0.000404738
ID1007700715,01/12/2022,Retail,Mortgage,Sweden,Dalarna,floating rate,420361.0517,0.145296366,61077,727,1,0.000425695
ID1007700716,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,398367.4892,0.495880244,197543,866,1,0.000309694
ID1007700717,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,318307.7428,0.386206026,122932,603,1,0.00021176
ID1007700718,01/12/2022,Retail,Mortgage,Sweden,Dalsland,floating rate,331832.9817,0.463002972,153640,3201,1,0.000320192
ID1007700719,01/12/2022,Retail,Mortgage,Sweden,Oland,capped rate,387520.8606,0.302155666,117092,348,0,0.000250714
ID1007700720,01/12/2022,Retail,Mortgage,Sweden,Dalsland,floating rate,358302.6311,0.53763562,192636,1338,0,0.000349126
ID1007700721,01/12/2022,Retail,Mortgage,Sweden,Narke,capped rate,389293.557,0.330932204,128830,488,0,0.000203547
ID1007700722,01/12/2022,Retail,Mortgage,Sweden,Dalsland,fixed rate,384292.2491,0.266439165,102391,2844,0,0.000329488
ID1007700723,01/12/2022,Retail,Mortgage,Sweden,Gotland,fixed rate,395911.3385,0.335848491,132966,1583,2,0.000333872
ID1007700724,01/12/2022,Retail,Mortgage,Sweden,Halland,fixed rate,454713.6524,0.481550084,218967,1073,1,0.00035312
ID1007700725,01/12/2022,Retail,Mortgage,Sweden,Lappland,floating rate,331339.7599,0.450117759,149142,6214,1,0.000154671
ID1007700726,01/12/2022,Retail,Mortgage,Sweden,Narke,floating rate,395678.7431,0.411756743,162923,1234,0,0.000375193
ID1007700727,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,346484.3938,0.392411854,135965,405,2,0.000335019
ID1007700728,01/12/2022,Retail,Mortgage,Sweden,Dalarna,fixed rate,419099.0431,0.424058936,177723,592,0,0.000306582
ID1007700729,01/12/2022,Retail,Mortgage,Sweden,Oland,capped rate,351965.3635,0.484936767,170681,1293,1,0.000314012
ID1007700730,01/12/2022,Retail,Mortgage,Sweden,Halsingland,floating rate,307855.4992,0.460534379,141778,656,0,0.000315532
ID1007700731,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,floating rate,360981.5604,0.273563271,98751,484,0,0.000269345
ID1007700732,01/12/2022,Retail,Mortgage,Sweden,Oland,capped rate,345275.8604,0.342184177,118148,410,2,0.000184065
ID1007700733,01/12/2022,Retail,Mortgage,Sweden,Halland,floating rate,396924.4572,0.261145764,103655,332,0,0.000357735
ID1007700734,01/12/2022,Retail,Mortgage,Sweden,Medelpad,capped rate,338228.8918,0.516851173,174814,14568,1,0.000256096
ID1007700735,01/12/2022,Retail,Mortgage,Sweden,Medelpad,floating rate,378406.1543,0.396542473,150054,1137,1,0.000303612
ID1007700736,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,362640.7181,0.282579875,102475,8540,2,0.000292373
ID1007700737,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,fixed rate,334912.3158,0.377023044,126270,5261,2,0.000314636
ID1007700738,01/12/2022,Retail,Mortgage,Sweden,Narke,floating rate,408939.0272,0.413202028,168974,1280,2,0.000304169
ID1007700739,01/12/2022,Retail,Mortgage,Sweden,Gotland,floating rate,395794.7544,0.215069738,85123,591,0,0.000382279
ID1007700740,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,376717.5317,0.440109091,165797,2763,0,0.000349569
ID1007700741,01/12/2022,Retail,Mortgage,Sweden,Norrbotten,capped rate,356167.1009,0.386710575,137734,459,0,0.000292594
ID1007700742,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,floating rate,314666.4368,0.430478362,135457,491,0,0.000293304
ID1007700743,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,fixed rate,343147.9696,0.355072346,121842,462,1,0.000261652
ID1007700744,01/12/2022,Retail,Mortgage,Sweden,Medelpad,capped rate,420673.8379,0.371904904,156451,483,0,0.000185626
ID1007700745,01/12/2022,Retail,Mortgage,Sweden,Dalarna,floating rate,332651.3605,0.506777685,168580,502,1,0.000282835
ID1007700746,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,floating rate,347495.3817,0.428014178,148733,1377,1,0.000246206
ID1007700747,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,fixed rate,340619.8443,0.383466567,130616,389,0,0.000265589
ID1007700748,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,floating rate,317490.2062,0.312601504,99248,345,0,0.000232532
ID1007700749,01/12/2022,Retail,Mortgage,Sweden,Narke,capped rate,387920.1157,0.368901804,143104,2385,2,0.000317376
ID1007700750,01/12/2022,Retail,Mortgage,Sweden,Halsingland,capped rate,344795.3079,0.429417281,148061,12338,0,0.000214811
ID1007700751,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,404816.0807,0.540322881,218731,1072,0,0.000397698
ID1007700752,01/12/2022,Retail,Mortgage,Sweden,Dalarna,floating rate,441383.1417,0.724977296,319993,1159,3,1
ID1007700753,01/12/2022,Retail,Mortgage,Sweden,Dalsland,floating rate,430840.5488,0.35307325,152118,12677,0,0.000262419
ID1007700754,01/12/2022,Retail,Mortgage,Sweden,Gotland,floating rate,385222.7787,0.289335848,111459,2322,0,0.000266742
ID1007700755,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,370385.4995,0.358678471,132849,583,1,0.000358705
ID1007700756,01/12/2022,Retail,Mortgage,Sweden,Dalarna,fixed rate,345657.6574,0.398006998,137574,674,0,0.000331641
ID1007700757,01/12/2022,Retail,Mortgage,Sweden,Norrbotten,capped rate,366126.1132,0.292091799,106942,446,0,0.000309252
ID1007700758,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,386376.757,0.450991775,174253,559,0,0.000336033
ID1007700759,01/12/2022,Retail,Mortgage,Sweden,Halsingland,floating rate,364863.2809,0.420659624,153483,1421,0,0.000348512
ID1007700760,01/12/2022,Retail,Mortgage,Sweden,Medelpad,floating rate,439740.2445,0.43540422,191465,694,1,0.000318788
ID1007700761,01/12/2022,Retail,Mortgage,Sweden,Dalsland,fixed rate,333763.3174,0.497479001,166040,1730,0,0.000315288
ID1007700762,01/12/2022,Retail,Mortgage,Sweden,Medelpad,capped rate,326563.607,0.390339529,127471,664,0,0.000288066
ID1007700763,01/12/2022,Retail,Mortgage,Sweden,Halsingland,floating rate,408488.6412,0.414729776,169412,1283,0,0.000352432
ID1007700764,01/12/2022,Retail,Mortgage,Sweden,Dalsland,floating rate,343557.5328,0.598965426,205779,1143,3,1
ID1007700765,01/12/2022,Retail,Mortgage,Sweden,Gotland,floating rate,394374.8267,0.47334814,186677,1296,0,0.000284188
ID1007700766,01/12/2022,Retail,Mortgage,Sweden,Jamtland,capped rate,391460.5315,0.316304089,123821,1290,0,0.000311846
ID1007700767,01/12/2022,Retail,Mortgage,Sweden,Dalsland,floating rate,359509.5666,0.288371602,103672,540,2,0.000296292
ID1007700768,01/12/2022,Retail,Mortgage,Sweden,Dalarna,floating rate,383648.8481,0.389890028,149581,1133,2,0.000322739
ID1007700769,01/12/2022,Retail,Mortgage,Sweden,Blekinge,fixed rate,406168.8139,0.384211628,156055,6502,0,0.000371511
ID1007700770,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,fixed rate,339535.8244,0.496929911,168726,937,0,0.000294804
ID1007700771,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,floating rate,357182.6116,0.572525511,204496,3408,0,0.000339874
ID1007700772,01/12/2022,Retail,Mortgage,Sweden,Medelpad,floating rate,363693.3189,0.191225803,69548,252,0,0.000327254
ID1007700773,01/12/2022,Retail,Mortgage,Sweden,Oland,capped rate,394813.6527,0.315936529,124736,416,1,0.000309641
ID1007700774,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,floating rate,348327.5288,0.41706242,145274,466,0,0.000289983
ID1007700775,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,fixed rate,311421.2849,0.45492697,141674,2952,0,0.000279926
ID1007700776,01/12/2022,Retail,Mortgage,Sweden,Oland,capped rate,344067.2837,0.356301517,122592,1703,1,0.000231892
ID1007700777,01/12/2022,Retail,Mortgage,Sweden,Oland,capped rate,335448.0499,0.439061523,147282,558,0,0.000409033
ID1007700778,01/12/2022,Retail,Mortgage,Sweden,Gotland,floating rate,378137.3032,0.337544585,127638,665,0,0.000331715
ID1007700779,01/12/2022,Retail,Mortgage,Sweden,Norrbotten,capped rate,314857.4441,0.444782229,140043,5835,1,0.000289923
ID1007700780,01/12/2022,Retail,Mortgage,Sweden,Narke,capped rate,398199.081,0.414394222,165011,2750,1,0.000235472
ID1007700781,01/12/2022,Retail,Mortgage,Sweden,Gotland,floating rate,369123.1579,0.207836293,76717,304,0,0.0002537
ID1007700782,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,fixed rate,344833.3985,0.3252866,112170,425,0,0.000357929
ID1007700783,01/12/2022,Retail,Mortgage,Sweden,Narke,floating rate,356603.5839,0.421282559,150231,1788,3,1
ID1007700784,01/12/2022,Retail,Mortgage,Sweden,Oland,capped rate,399912.4245,0.537255133,214855,778,0,0.000221393
ID1007700785,01/12/2022,Retail,Mortgage,Sweden,Medelpad,capped rate,399748.5602,0.303049169,121143,3365,0,0.000254711
ID1007700786,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,floating rate,396239.718,0.461255696,182768,586,1,0.000304608
ID1007700787,01/12/2022,Retail,Mortgage,Sweden,Lappland,floating rate,379648.563,0.317277952,120454,669,0,0.00028783
ID1007700788,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,fixed rate,351925.7626,0.517546748,182138,3036,0,0.00036089
ID1007700789,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,354483.9932,0.327908144,116238,484,0,0.000263073
ID1007700790,01/12/2022,Retail,Mortgage,Sweden,Dalsland,floating rate,347323.7825,0.499463159,173475,4819,1,0.000380383
ID1007700791,01/12/2022,Retail,Mortgage,Sweden,Norrbotten,capped rate,377035.2088,0.425719797,160511,582,1,0.000356323
ID1007700792,01/12/2022,Retail,Mortgage,Sweden,Jamtland,capped rate,391111.2536,0.2553388,99866,320,0,0.000267659
ID1007700793,01/12/2022,Retail,Mortgage,Sweden,Blekinge,fixed rate,471464.5579,0.302185102,142470,742,0,0.000322108
ID1007700794,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,fixed rate,368423.422,0.179339637,66073,367,1,0.000253231
ID1007700795,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,fixed rate,347801.6151,0.435378988,151426,3155,0,0.000324918
ID1007700796,01/12/2022,Retail,Mortgage,Sweden,Norrbotten,capped rate,390378.8902,0.409674111,159928,833,0,0.000214108
ID1007700797,01/12/2022,Retail,Mortgage,Sweden,Halsingland,floating rate,388868.2715,0.444342373,172791,2400,0,0.00034333
ID1007700798,01/12/2022,Retail,Mortgage,Sweden,Dalarna,fixed rate,390122.6337,0.592386024,231103,3852,0,0.000280478
ID1007700799,01/12/2022,Retail,Mortgage,Sweden,Gotland,floating rate,350997.2401,0.364307219,127871,561,0,0.000341751
ID1007700800,01/12/2022,Retail,Mortgage,Sweden,Lappland,floating rate,433374.9152,0.457936408,198458,636,0,0.000214278
ID1007700801,01/12/2022,Retail,Mortgage,Sweden,Dalarna,floating rate,365030.1428,0.405323013,147955,685,1,0.000197153
ID1007700802,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,floating rate,373180.7981,0.424458474,158400,629,0,0.000283165
ID1007700803,01/12/2022,Retail,Mortgage,Sweden,Narke,capped rate,330423.6989,0.498692774,164780,687,0,0.00026932
ID1007700804,01/12/2022,Retail,Mortgage,Sweden,Lappland,capped rate,326409.8635,0.338662372,110543,921,1,0.000396587
ID1007700805,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,345080.5466,0.381171738,131535,477,0,0.000346572
ID1007700806,01/12/2022,Retail,Mortgage,Sweden,Lappland,floating rate,392039.4866,0.257642433,101006,842,0,0.000274971
ID1007700807,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,437875.158,0.264655662,115886,805,0,0.000308694
ID1007700808,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,fixed rate,313633.5376,0.526372512,165088,809,0,0.000231816
ID1007700809,01/12/2022,Retail,Mortgage,Sweden,Oland,floating rate,414503.1826,0.497944024,206399,860,0,0.000335261
ID1007700810,01/12/2022,Retail,Mortgage,Sweden,Dalsland,fixed rate,331283.5659,0.329095773,109024,699,0,0.000268407
ID1007700811,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,374819.9115,0.548297236,205513,1007,1,0.000304062
ID1007700812,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,297757.2844,0.372330351,110864,2310,0,0.00024176
ID1007700813,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,328855.9341,0.316541671,104097,964,0,0.000260547
ID1007700814,01/12/2022,Retail,Mortgage,Sweden,Gotland,floating rate,352399.928,0.466604786,164431,806,2,0.000212062
ID1007700815,01/12/2022,Retail,Mortgage,Sweden,Lappland,floating rate,338622.6383,0.284443545,96319,803,1,0.000239926
ID1007700816,01/12/2022,Retail,Mortgage,Sweden,Gotland,floating rate,292926.0592,0.509863153,149352,541,0,0.000279842
ID1007700817,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,fixed rate,426644.7863,0.342223438,146008,1738,2,0.000282781
ID1007700818,01/12/2022,Retail,Mortgage,Sweden,Narke,floating rate,411610.864,0.468048027,192654,1147,1,0.000211245
ID1007700819,01/12/2022,Retail,Mortgage,Sweden,Gotland,floating rate,323284.3149,0.35411148,114479,1192,0,0.00028222
ID1007700820,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,410086.7436,0.62140433,254830,1327,0,0.000357018
ID1007700821,01/12/2022,Retail,Mortgage,Sweden,Dalsland,floating rate,268002.0752,0.367016656,98361,431,3,1
ID1007700822,01/12/2022,Retail,Mortgage,Sweden,Gotland,floating rate,373572.3084,0.46499104,173708,4825,0,0.000254019
ID1007700823,01/12/2022,Retail,Mortgage,Sweden,Halland,floating rate,407813.5996,0.448445671,182882,1905,0,0.00027581
ID1007700824,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,318019.2083,0.289772085,92153,549,1,0.000268052
ID1007700825,01/12/2022,Retail,Mortgage,Sweden,Lappland,floating rate,371296.2656,0.346804308,128767,429,0,0.000278417
ID1007700826,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,fixed rate,347410.1199,0.396493257,137746,820,0,0.000270767
ID1007700827,01/12/2022,Retail,Mortgage,Sweden,Narke,capped rate,368127.9858,0.413152759,152093,604,2,0.000336154
ID1007700828,01/12/2022,Retail,Mortgage,Sweden,Medelpad,capped rate,384325.7855,0.366101315,140702,469,2,0.000288972
ID1007700829,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,fixed rate,377435.732,0.243499587,91905,295,0,0.000354071
ID1007700830,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,fixed rate,407453.3297,0.24483337,99758,4157,0,0.000278467
ID1007700831,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,445840.8149,0.371553995,165654,1380,0,0.000317658
ID1007700832,01/12/2022,Retail,Mortgage,Sweden,Medelpad,floating rate,402078.7844,0.319283501,128377,535,0,0.000372978
ID1007700833,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,356378.2296,0.336213098,119819,832,0,0.00033506
ID1007700834,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,419250.8592,0.351100948,147199,558,2,0.000302666
ID1007700835,01/12/2022,Retail,Mortgage,Sweden,Medelpad,floating rate,364868.3151,0.227778951,83109,433,0,0.000271587
ID1007700836,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,floating rate,399435.9855,0.36299785,144994,2014,1,0.000262257
ID1007700837,01/12/2022,Retail,Mortgage,Sweden,Norrbotten,floating rate,313584.7861,0.382412787,119919,555,0,0.000306943
ID1007700838,01/12/2022,Retail,Mortgage,Sweden,Blekinge,fixed rate,329494.2492,0.182051255,59985,208,3,1
ID1007700839,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,floating rate,369417.9732,0.36042407,133147,444,0,0.000404954
ID1007700840,01/12/2022,Retail,Mortgage,Sweden,Oland,floating rate,405931.727,0.43133083,175091,2432,0,0.000285386
ID1007700841,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,floating rate,380942.4035,0.513455518,195597,627,2,0.000307696
ID1007700842,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,floating rate,357990.0425,0.371002068,132815,3689,0,0.00027225
ID1007700843,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,395319.2553,0.442568578,174956,7290,0,0.00029148
ID1007700844,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,fixed rate,340660.9261,0.4038323,137570,546,0,0.000304382
ID1007700845,01/12/2022,Retail,Mortgage,Sweden,Dalsland,floating rate,325683.6207,0.376730668,122695,2556,0,0.000261178
ID1007700846,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,floating rate,369570.0747,0.425413491,157220,771,1,0.000357965
ID1007700847,01/12/2022,Retail,Mortgage,Sweden,Dalarna,fixed rate,409087.422,0.425856881,174213,3629,0,0.000277986
ID1007700848,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,353634.9854,0.461923024,163352,4538,0,0.000252319
ID1007700849,01/12/2022,Retail,Mortgage,Sweden,Norrbotten,capped rate,399895.7135,0.370487442,148156,882,0,0.000376241
ID1007700850,01/12/2022,Retail,Mortgage,Sweden,Norrbotten,capped rate,337968.9474,0.455876334,154072,2568,0,0.000242895
ID1007700851,01/12/2022,Retail,Mortgage,Sweden,Lappland,capped rate,406280.455,0.522193874,212157,655,1,0.000242879
ID1007700852,01/12/2022,Retail,Mortgage,Sweden,Halland,capped rate,396169.4716,0.566168874,224299,3738,0,0.000252357
ID1007700853,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,371020.313,0.458948669,170279,1014,0,0.000311369
